序号	汉字	拼音	音调	拼音码
1005	丙	bǐnɡ	3	bing
1006	邴	bǐnɡ	3	bing
1007	陃	bǐnɡ	3	bing
1008	怲	bǐnɡ	3	bing
1009	抦	bǐnɡ	3	bing
1010	秉	bǐnɡ	3	bing
1011	苪	bǐnɡ	3	bing
1012	昞	bǐnɡ	3	bing
1013	昺	bǐnɡ	3	bing
1014	柄	bǐnɡ	3	bing
1015	炳	bǐnɡ	3	bing
1016	饼	bǐnɡ	3	bing
1017	饼	binɡ	0	bing
1018	眪	bǐnɡ	3	bing
1019	窉	bǐnɡ	3	bing
1020	蛃	bǐnɡ	3	bing
1021	禀	bǐnɡ	3	bing
1022	鈵	bǐnɡ	3	bing
1023	鉼	bǐnɡ	3	bing
1024	鞆	bǐnɡ	3	bing
1025	餅	bǐnɡ	3	bing
1026	餠	bǐnɡ	3	bing
1027	燷	bǐnɡ	3	bing
1028	庰	bǐnɡ	3	bing
1029	偋	bǐnɡ	3	bing
1030	寎	bǐnɡ	3	bing
1031	綆	bǐnɡ	3	bing
1032	稟	bǐnɡ	3	bing
1033	癛	bǐnɡ	3	bing
1034	癝	bǐnɡ	3	bing
1035	琕	bǐnɡ	3	bing
1036	棅	bǐnɡ	3	bing
1037	并	bìnɡ	4	bing
1038	並	bìnɡ	4	bing
1039	併	bìnɡ	4	bing
1040	垪	bìnɡ	4	bing
1041	倂	bìnɡ	4	bing
1042	栤	bìnɡ	4	bing
1043	病	bìnɡ	4	bing
1044	竝	bìnɡ	4	bing
1045	傡	bìnɡ	4	bing
1046	摒	bìnɡ	4	bing
1047	誁	bìnɡ	4	bing
1048	靐	bìnɡ	4	bing
1049	疒	bìnɡ	4	bing
1050	啵	bo	0	bo
1051	卜	bo	0	bo
1052	卜	bǔ	3	bu
1053	趵	bō	1	bo
1054	癶	bō	1	bo
1055	拨	bō	1	bo
1056	拨	bo	0	bo
1057	波	bō	1	bo
1058	玻	bō	1	bo
1059	袚	bō	1	bo
1060	袯	bō	1	bo
1061	钵	bō	1	bo
1062	饽	bō	1	bo
1063	紴	bō	1	bo
1064	缽	bō	1	bo
1065	菠	bō	1	bo
1066	碆	bō	1	bo
1067	鉢	bō	1	bo
1068	僠	bō	1	bo
1069	嶓	bō	1	bo
1070	撥	bō	1	bo
1071	播	bō	1	bo
1072	餑	bō	1	bo
1073	磻	bō	1	bo
1074	蹳	bō	1	bo
1075	驋	bō	1	bo
1076	鱍	bō	1	bo
1077	帗	bō	1	bo
1078	盋	bō	1	bo
1079	脖	bó	2	bo
1080	仢	bó	2	bo
1081	伯	bó	2	bo
1082	伯	bo	0	bo
1083	伯	bǎi	3	bai
1084	孛	bó	2	bo
1085	犻	bó	2	bo
1086	驳	bó	2	bo
1087	帛	bó	2	bo
1088	泊	bó	2	bo
1089	泊	pō	1	po
1090	狛	bó	2	bo
1091	苩	bó	2	bo
1092	侼	bó	2	bo
1093	勃	bó	2	bo
1094	胉	bó	2	bo
1095	郣	bó	2	bo
1096	亳	bó	2	bo
1097	挬	bó	2	bo
1098	浡	bó	2	bo
1099	瓟	bó	2	bo
1100	秡	bó	2	bo
1101	钹	bó	2	bo
1102	铂	bó	2	bo
1103	桲	bó	2	bo
1104	淿	bó	2	bo
1105	舶	bó	2	bo
1106	博	bó	2	bo
1107	渤	bó	2	bo
1108	湐	bó	2	bo
1109	葧	bó	2	bo
1110	鹁	bó	2	bo
1111	愽	bó	2	bo
1112	搏	bó	2	bo
1113	猼	bó	2	bo
1114	鈸	bó	2	bo
1115	鉑	bó	2	bo
1116	馎	bó	2	bo
1117	僰	bó	2	bo
1118	煿	bó	2	bo
1119	箔	bó	2	bo
1120	膊	bó	2	bo
1121	膊	bo	0	bo
1122	艊	bó	2	bo
1123	馛	bó	2	bo
1124	駁	bó	2	bo
1125	踣	bó	2	bo
1126	鋍	bó	2	bo
1127	镈	bó	2	bo
1128	壆	bó	2	bo
1129	馞	bó	2	bo
1130	駮	bó	2	bo
1131	豰	bó	2	bo
1132	嚗	bó	2	bo
1133	懪	bó	2	bo
1134	礡	bó	2	bo
1135	簙	bó	2	bo
1136	鎛	bó	2	bo
1137	餺	bó	2	bo
1138	鵓	bó	2	bo
1139	犦	bó	2	bo
1140	髆	bó	2	bo
1141	髉	bó	2	bo
1142	欂	bó	2	bo
1143	襮	bó	2	bo
1144	礴	bó	2	bo
1145	鑮	bó	2	bo
1146	肑	bó	2	bo
1147	茀	bó	2	bo
1148	袹	bó	2	bo
1149	穛	bó	2	bo
1150	彴	bó	2	bo
1151	瓝	bó	2	bo
1152	牔	bó	2	bo
1153	蚾	bǒ	3	bo
1154	箥	bǒ	3	bo
1155	跛	bǒ	3	bo
1156	簸	bò	4	bo
1157	簸	bǒ	3	bo
1158	孹	bò	4	bo
1159	擘	bò	4	bo
1160	檗	bò	4	bo
1161	糪	bò	4	bo
1162	譒	bò	4	bo
1163	蘗	bò	4	bo
1164	襎	bò	4	bo
1165	檘	bò	4	bo
1166	蔢	bò	4	bo
1167	峬	bū	1	bu
1168	庯	bū	1	bu
1169	逋	bū	1	bu
1170	钸	bū	1	bu
1171	晡	bū	1	bu
1172	鈽	bū	1	bu
1173	誧	bū	1	bu
1174	餔	bū	1	bu
1175	鵏	bū	1	bu
1176	秿	bū	1	bu
1177	陠	bū	1	bu
1178	鯆	bū	1	bu
1179	轐	bú	2	bu
1180	醭	bú	2	bu
1181	不	bù	4	bu
1182	不	bu	0	bu
1183	輹	bú	2	bu
1184	卟	bǔ	3	bu
1185	补	bǔ	3	bu
1186	补	bu	0	bu
1187	哺	bǔ	3	bu
1188	捕	bǔ	3	bu
1189	補	bǔ	3	bu
1190	鳪	bǔ	3	bu
1191	獛	bǔ	3	bu
1192	鸔	bǔ	3	bu
1193	擈	bǔ	3	bu
1194	佈	bù	4	bu
1195	吥	bù	4	bu
1196	步	bù	4	bu
1197	咘	bù	4	bu
1198	怖	bù	4	bu
1199	歨	bù	4	bu
1200	歩	bù	4	bu
1201	钚	bù	4	bu
1202	勏	bù	4	bu
1203	埗	bù	4	bu
1204	悑	bù	4	bu
1205	捗	bù	4	bu
1206	荹	bù	4	bu
1207	部	bù	4	bu
1208	埠	bù	4	bu
1209	瓿	bù	4	bu
1210	鈈	bù	4	bu
1211	廍	bù	4	bu
1212	蔀	bù	4	bu
1213	踄	bù	4	bu
1214	郶	bù	4	bu
1215	篰	bù	4	bu
1216	餢	bù	4	bu
1217	簿	bù	4	bu
1218	尃	bù	4	bu
1219	箁	bù	4	bu
1220	抪	bù	4	bu
1221	柨	bù	4	bu
1222	布	bù	4	bu
1223	布	bu	0	bu
1224	擦	cā	1	ca
1225	攃	cā	1	ca
1226	礤	cǎ	3	ca
1227	礸	cǎ	3	ca
1228	遪	cà	4	ca
1229	偲	cāi	1	cai
1230	猜	cāi	1	cai
1231	揌	cāi	1	cai
1232	才	cái	2	cai
1233	才	cai	0	cai
1234	材	cái	2	cai
1235	财	cái	2	cai
1236	财	cá	2	ca
1237	財	cái	2	cai
1238	戝	cái	2	cai
1239	裁	cái	2	cai
1240	采	cǎi	3	cai
1241	采	cà	4	ca
1242	倸	cǎi	3	cai
1243	埰	cǎi	3	cai
1244	婇	cǎi	3	cai
1245	寀	cǎi	3	cai
1246	彩	cǎi	3	cai
1247	彩	cai	0	cai
1248	採	cǎi	3	cai
1249	睬	cǎi	3	cai
1250	跴	cǎi	3	cai
1251	綵	cǎi	3	cai
1252	踩	cǎi	3	cai
1253	菜	cài	4	cai
1254	棌	cài	4	cai
1255	蔡	cài	4	cai
1256	縩	cài	4	cai
1257	乲	cal	0	cal
1258	参	cān	1	can
1259	参	cēn	1	cen
1260	参	shēn	1	shen
1261	參	cān	1	can
1262	飡	cān	1	can
1263	骖	cān	1	can
1264	喰	cān	1	can
1265	湌	cān	1	can
1266	傪	cān	1	can
1267	嬠	cān	1	can
1268	餐	cān	1	can
1269	驂	cān	1	can
1270	嵾	cān	1	can
1271	飱	cān	1	can
1272	残	cán	2	can
1273	蚕	cán	2	can
1274	惭	cán	2	can
1275	殘	cán	2	can
1276	慚	cán	2	can
1277	蝅	cán	2	can
1278	慙	cán	2	can
1279	蠶	cán	2	can
1280	蠺	cán	2	can
1281	惨	cǎn	3	can
1282	慘	cǎn	3	can
1283	噆	cǎn	3	can
1284	憯	cǎn	3	can
1285	黪	cǎn	3	can
1286	黲	cǎn	3	can
1287	灿	càn	4	can
1288	粲	càn	4	can
1289	儏	càn	4	can
1290	澯	càn	4	can
1291	薒	càn	4	can
1292	燦	càn	4	can
1293	璨	càn	4	can
1294	爘	càn	4	can
1295	謲	càn	4	can
1296	仓	cānɡ	1	cang
1297	沧	cānɡ	1	cang
1298	苍	cānɡ	1	cang
1299	倉	cānɡ	1	cang
1300	舱	cānɡ	1	cang
1301	凔	cānɡ	1	cang
1302	嵢	cānɡ	1	cang
1303	滄	cānɡ	1	cang
1304	獊	cānɡ	1	cang
1305	蒼	cānɡ	1	cang
1306	濸	cānɡ	1	cang
1307	艙	cānɡ	1	cang
1308	螥	cānɡ	1	cang
1309	罉	cānɡ	1	cang
1310	藏	cánɡ	2	cang
1311	藏	zànɡ	4	zang
1312	欌	cánɡ	2	cang
1313	鑶	cánɡ	2	cang
1314	賶	cànɡ	4	cang
1315	撡	cāo	1	cao
1316	操	cāo	1	cao
1317	糙	cāo	1	cao
1318	曺	cáo	2	cao
1319	嘈	cáo	2	cao
1320	嶆	cáo	2	cao
1321	漕	cáo	2	cao
1322	蓸	cáo	2	cao
1323	槽	cáo	2	cao
1324	褿	cáo	2	cao
1325	艚	cáo	2	cao
1326	螬	cáo	2	cao
1327	鏪	cáo	2	cao
1328	慒	cáo	2	cao
1329	曹	cáo	2	cao
1330	艹	cǎo	3	cao
1331	艸	cǎo	3	cao
1332	草	cǎo	3	cao
1333	草	cǎi	3	cai
1334	愺	cǎo	3	cao
1335	懆	cǎo	3	cao
1336	騲	cǎo	3	cao
1337	慅	cǎo	3	cao
1338	肏	cào	4	cao
1339	鄵	cào	4	cao
1340	襙	cào	4	cao
1341	冊	cè	4	ce
1342	册	cè	4	ce
1343	侧	cè	4	ce
1344	侧	zhāi	1	zhai
1345	厕	cè	4	ce
1346	恻	cè	4	ce
1347	拺	cè	4	ce
1348	测	cè	4	ce
1349	荝	cè	4	ce
1350	敇	cè	4	ce
1351	側	cè	4	ce
1352	粣	cè	4	ce
1353	萗	cè	4	ce
1354	廁	cè	4	ce
1355	惻	cè	4	ce
1356	測	cè	4	ce
1357	策	cè	4	ce
1358	萴	cè	4	ce
1359	筞	cè	4	ce
1360	蓛	cè	4	ce
1361	墄	cè	4	ce
1362	箣	cè	4	ce
1363	憡	cè	4	ce
1364	刂	cè	4	ce
1365	厠	cè	4	ce
1366	膥	cēn	1	cen
1367	岑	cén	2	cen
1368	梣	cén	2	cen
1369	涔	cén	2	cen
1370	硶	cén	2	cen
1371	噌	cēnɡ	1	ceng
1372	层	cénɡ	2	ceng
1373	層	cénɡ	2	ceng
1374	竲	cénɡ	2	ceng
1375	驓	cénɡ	2	ceng
1376	曾	cénɡ	2	ceng
1377	曾	zēnɡ	1	zeng
1378	蹭	cènɡ	4	ceng
1379	蹭	cenɡ	0	ceng
1380	嚓	chā	1	cha
1381	嚓	cā	1	ca
1382	叉	chā	1	cha
1383	叉	chá	2	cha
1384	叉	chǎ	3	cha
1385	叉	chà	4	cha
1386	扠	chā	1	cha
1387	芆	chā	1	cha
1388	杈	chā	1	cha
1389	杈	chà	4	cha
1390	肞	chā	1	cha
1391	臿	chā	1	cha
1392	訍	chā	1	cha
1393	偛	chā	1	cha
1394	嗏	chā	1	cha
1395	插	chā	1	cha
1396	銟	chā	1	cha
1397	锸	chā	1	cha
1398	艖	chā	1	cha
1399	疀	chā	1	cha
1400	鍤	chā	1	cha
1401	鎈	chā	1	cha
1402	垞	chá	2	cha
1403	查	chá	2	cha
1404	查	zhā	1	zha
1405	査	chá	2	cha
1406	茬	chá	2	cha
1407	茶	chá	2	cha
1408	嵖	chá	2	cha
1409	猹	chá	2	cha
1410	靫	chá	2	cha
1411	槎	chá	2	cha
1412	察	chá	2	cha
1413	碴	chá	2	cha
1414	碴	chā	1	cha
1415	褨	chá	2	cha
1416	檫	chá	2	cha
1417	搽	chá	2	cha
1418	衩	chǎ	3	cha
1419	镲	chǎ	3	cha
1420	鑔	chǎ	3	cha
1421	奼	chà	4	cha
1422	汊	chà	4	cha
1423	岔	chà	4	cha
1424	侘	chà	4	cha
1425	诧	chà	4	cha
1426	剎	chà	4	cha
1427	姹	chà	4	cha
1428	差	chà	4	cha
1429	差	cī	1	ci
1430	差	chā	1	cha
1431	差	ch	0	ch
1432	差	chāi	1	chai
1433	紁	chà	4	cha
1434	詫	chà	4	cha
1435	拆	chāi	1	chai
1436	钗	chāi	1	chai
1437	釵	chāi	1	chai
1438	犲	chái	2	chai
1439	侪	chái	2	chai
1440	柴	chái	2	chai
1441	祡	chái	2	chai
1442	豺	chái	2	chai
1443	儕	chái	2	chai
1444	喍	chái	2	chai
1445	虿	chài	4	chai
1446	袃	chài	4	chai
1447	瘥	chài	4	chai
1448	蠆	chài	4	chai
1449	囆	chài	4	chai
1450	辿	chān	1	chan
1451	觇	chān	1	chan
1452	梴	chān	1	chan
1453	掺	chān	1	chan
1454	搀	chān	1	chan
1455	覘	chān	1	chan
1456	裧	chān	1	chan
1457	摻	chān	1	chan
1458	鋓	chān	1	chan
1459	幨	chān	1	chan
1460	襜	chān	1	chan
1461	攙	chān	1	chan
1462	嚵	chān	1	chan
1463	脠	chān	1	chan
1464	婵	chán	2	chan
1465	谗	chán	2	chan
1466	孱	chán	2	chan
1467	孱	càn	4	can
1468	棎	chán	2	chan
1469	湹	chán	2	chan
1470	禅	chán	2	chan
1471	禅	shà	4	sha
1472	馋	chán	2	chan
1473	嬋	chán	2	chan
1474	煘	chán	2	chan
1475	缠	chán	2	chan
1476	缠	chan	0	chan
1477	獑	chán	2	chan
1478	蝉	chán	2	chan
1479	誗	chán	2	chan
1480	鋋	chán	2	chan
1481	儃	chán	2	chan
1482	廛	chán	2	chan
1483	潹	chán	2	chan
1484	潺	chán	2	chan
1485	緾	chán	2	chan
1486	磛	chán	2	chan
1487	禪	chán	2	chan
1488	毚	chán	2	chan
1489	鄽	chán	2	chan
1490	瀍	chán	2	chan
1491	蟬	chán	2	chan
1492	儳	chán	2	chan
1493	劖	chán	2	chan
1494	蟾	chán	2	chan
1495	酁	chán	2	chan
1496	壥	chán	2	chan
1497	巉	chán	2	chan
1498	瀺	chán	2	chan
1499	纏	chán	2	chan
1500	纒	chán	2	chan
1501	躔	chán	2	chan
1502	艬	chán	2	chan
1503	讒	chán	2	chan
1504	鑱	chán	2	chan
1505	饞	chán	2	chan
1506	繟	chán	2	chan
1507	澶	chán	2	chan
1508	镵	chán	2	chan
1509	产	chǎn	3	chan
1510	刬	chǎn	3	chan
1511	旵	chǎn	3	chan
1512	丳	chǎn	3	chan
1513	浐	chǎn	3	chan
1514	剗	chǎn	3	chan
1515	谄	chǎn	3	chan
1516	產	chǎn	3	chan
1517	産	chǎn	3	chan
1518	铲	chǎn	3	chan
1519	阐	chǎn	3	chan
1520	蒇	chǎn	3	chan
1521	剷	chǎn	3	chan
1522	嵼	chǎn	3	chan
1523	摌	chǎn	3	chan
1524	滻	chǎn	3	chan
1525	幝	chǎn	3	chan
1526	蕆	chǎn	3	chan
1527	諂	chǎn	3	chan
1528	閳	chǎn	3	chan
1529	燀	chǎn	3	chan
1530	簅	chǎn	3	chan
1531	冁	chǎn	3	chan
1532	醦	chǎn	3	chan
1533	闡	chǎn	3	chan
1534	囅	chǎn	3	chan
1535	灛	chǎn	3	chan
1536	讇	chǎn	3	chan
1537	墠	chǎn	3	chan
1538	骣	chǎn	3	chan
1539	鏟	chǎn	3	chan
1540	忏	chàn	4	chan
1541	硟	chàn	4	chan
1542	摲	chàn	4	chan
1543	懴	chàn	4	chan
1544	颤	chàn	4	chan
1545	颤	zhàn	4	zhan
1546	懺	chàn	4	chan
1547	羼	chàn	4	chan
1548	韂	chàn	4	chan
1549	顫	chàn	4	chan
1550	伥	chānɡ	1	chang
1551	昌	chānɡ	1	chang
1552	倀	chānɡ	1	chang
1553	娼	chānɡ	1	chang
1554	淐	chānɡ	1	chang
1555	猖	chānɡ	1	chang
1556	菖	chānɡ	1	chang
1557	阊	chānɡ	1	chang
1558	晿	chānɡ	1	chang
1559	椙	chānɡ	1	chang
1560	琩	chānɡ	1	chang
1561	裮	chānɡ	1	chang
1562	锠	chānɡ	1	chang
1563	錩	chānɡ	1	chang
1564	閶	chānɡ	1	chang
1565	鲳	chānɡ	1	chang
1566	鯧	chānɡ	1	chang
1567	鼚	chānɡ	1	chang
1568	长	chánɡ	2	chang
1569	长	zhǎnɡ	3	zhang
1570	兏	chánɡ	2	chang
1571	肠	chánɡ	2	chang
1572	苌	chánɡ	2	chang
1573	尝	chánɡ	2	chang
1574	偿	chánɡ	2	chang
1575	常	chánɡ	2	chang
1576	徜	chánɡ	2	chang
1577	瓺	chánɡ	2	chang
1578	萇	chánɡ	2	chang
1579	甞	chánɡ	2	chang
1580	腸	chánɡ	2	chang
1581	嘗	chánɡ	2	chang
1582	嫦	chánɡ	2	chang
1583	瑺	chánɡ	2	chang
1584	膓	chánɡ	2	chang
1585	鋿	chánɡ	2	chang
1586	償	chánɡ	2	chang
1587	嚐	chánɡ	2	chang
1588	蟐	chánɡ	2	chang
1589	鲿	chánɡ	2	chang
1590	鏛	chánɡ	2	chang
1591	鱨	chánɡ	2	chang
1592	棖	chánɡ	2	chang
1593	尙	chánɡ	2	chang
1594	厂	chǎnɡ	3	chang
1595	场	chǎnɡ	3	chang
1596	场	chánɡ	2	chang
1597	场	chanɡ	0	chang
1598	昶	chǎnɡ	3	chang
1599	場	chǎnɡ	3	chang
1600	敞	chǎnɡ	3	chang
1601	敞	chanɡ	0	chang
1602	僘	chǎnɡ	3	chang
1603	廠	chǎnɡ	3	chang
1604	氅	chǎnɡ	3	chang
1605	鋹	chǎnɡ	3	chang
1606	惝	chǎnɡ	3	chang
1607	怅	chànɡ	4	chang
1608	玚	chànɡ	4	chang
1609	畅	chànɡ	4	chang
1610	倡	chànɡ	4	chang
1611	鬯	chànɡ	4	chang
1612	唱	chànɡ	4	chang
1613	悵	chànɡ	4	chang
1614	暢	chànɡ	4	chang
1615	畼	chànɡ	4	chang
1616	誯	chànɡ	4	chang
1617	韔	chànɡ	4	chang
1618	抄	chāo	1	chao
1619	弨	chāo	1	chao
1620	怊	chāo	1	chao
1621	欩	chāo	1	chao
1622	钞	chāo	1	chao
1623	焯	chāo	1	chao
1624	超	chāo	1	chao
1625	鈔	chāo	1	chao
1626	繛	chāo	1	chao
1627	樔	chāo	1	chao
1628	绰	chuō	1	chuo
1629	绰	chuo	0	chuo
1630	绰	chāo	1	chao
1631	綽	chuō	1	chuo
1632	綤	chāo	1	chao
1633	牊	cháo	2	chao
1634	巢	cháo	2	chao
1635	巣	cháo	2	chao
1636	朝	cháo	2	chao
1637	朝	zhāo	1	zhao
1638	鄛	cháo	2	chao
1639	漅	cháo	2	chao
1640	嘲	cháo	2	chao
1641	嘲	zhāo	1	zhao
1642	潮	cháo	2	chao
1643	窲	cháo	2	chao
1644	罺	cháo	2	chao
1645	轈	cháo	2	chao
1646	晁	cháo	2	chao
1647	吵	chǎo	3	chao
1648	吵	chāo	1	chao
1649	炒	chǎo	3	chao
1650	眧	chǎo	3	chao
1651	煼	chǎo	3	chao
1652	麨	chǎo	3	chao
1653	巐	chǎo	3	chao
1654	粆	chǎo	3	chao
1655	仦	chào	4	chao
1656	耖	chào	4	chao
1657	觘	chào	4	chao
1658	趠	chào	4	chao
1659	车	chē	1	che
1660	車	chē	1	che
1661	砗	chē	1	che
1662	唓	chē	1	che
1663	硨	chē	1	che
1664	蛼	chē	1	che
1665	莗	chē	1	che
1666	扯	chě	3	che
1667	扯	che	0	che
1668	偖	chě	3	che
1669	撦	chě	3	che
1670	彻	chè	4	che
1671	坼	chè	4	che
1672	迠	chè	4	che
1673	烢	chè	4	che
1674	聅	chè	4	che
1675	掣	chè	4	che
1676	硩	chè	4	che
1677	頙	chè	4	che
1678	徹	chè	4	che
1679	撤	chè	4	che
1680	澈	chè	4	che
1681	勶	chè	4	che
1682	瞮	chè	4	che
1683	爡	chè	4	che
1684	喢	chè	4	che
1685	賝	chen	0	chen
1686	伧	chen	0	chen
1687	伧	cānɡ	1	cang
1688	傖	chen	0	chen
1689	抻	chēn	1	chen
1690	郴	chēn	1	chen
1691	棽	chēn	1	chen
1692	琛	chēn	1	chen
1693	嗔	chēn	1	chen
1694	綝	chēn	1	chen
1695	諃	chēn	1	chen
1696	尘	chén	2	chen
1697	臣	chén	2	chen
1698	忱	chén	2	chen
1699	沉	chén	2	chen
1700	辰	chén	2	chen
1701	陈	chén	2	chen
1702	茞	chén	2	chen
1703	宸	chén	2	chen
1704	烥	chén	2	chen
1705	莐	chén	2	chen
1706	陳	chén	2	chen
1707	敐	chén	2	chen
1708	晨	chén	2	chen
1709	訦	chén	2	chen
1710	谌	chén	2	chen
1711	揨	chén	2	chen
1712	煁	chén	2	chen
1713	蔯	chén	2	chen
1714	塵	chén	2	chen
1715	樄	chén	2	chen
1716	瘎	chén	2	chen
1717	霃	chén	2	chen
1718	螴	chén	2	chen
1719	諶	chén	2	chen
1720	麎	chén	2	chen
1721	曟	chén	2	chen
1722	鷐	chén	2	chen
1723	薼	chén	2	chen
1724	趻	chěn	3	chen
1725	碜	chěn	3	chen
1726	碜	chen	0	chen
1727	墋	chěn	3	chen
1728	夦	chěn	3	chen
1729	磣	chěn	3	chen
1730	踸	chěn	3	chen
1731	贂	chěn	3	chen
1732	衬	chèn	4	chen
1733	疢	chèn	4	chen
1734	龀	chèn	4	chen
1735	趁	chèn	4	chen
1736	榇	chèn	4	chen
1737	齓	chèn	4	chen
1738	齔	chèn	4	chen
1739	嚫	chèn	4	chen
1740	谶	chèn	4	chen
1741	襯	chèn	4	chen
1742	讖	chèn	4	chen
1743	瀋	chèn	4	chen
1744	称	chēnɡ	1	cheng
1745	称	chenɡ	0	cheng
1746	称	chèn	4	chen
1747	稱	chēnɡ	1	cheng
1748	阷	chēnɡ	1	cheng
1749	泟	chēnɡ	1	cheng
1750	柽	chēnɡ	1	cheng
1751	爯	chēnɡ	1	cheng
1752	棦	chēnɡ	1	cheng
1753	浾	chēnɡ	1	cheng
1754	偁	chēnɡ	1	cheng
1755	蛏	chēnɡ	1	cheng
1756	铛	chēnɡ	1	cheng
1757	牚	chēnɡ	1	cheng
1758	琤	chēnɡ	1	cheng
1759	赪	chēnɡ	1	cheng
1760	憆	chēnɡ	1	cheng
1761	摚	chēnɡ	1	cheng
1762	靗	chēnɡ	1	cheng
1763	撐	chēnɡ	1	cheng
1764	撑	chēnɡ	1	cheng
1765	緽	chēnɡ	1	cheng
1766	橕	chēnɡ	1	cheng
1767	瞠	chēnɡ	1	cheng
1768	赬	chēnɡ	1	cheng
1769	頳	chēnɡ	1	cheng
1770	檉	chēnɡ	1	cheng
1771	竀	chēnɡ	1	cheng
1772	蟶	chēnɡ	1	cheng
1773	鏳	chēnɡ	1	cheng
1774	鏿	chēnɡ	1	cheng
1775	饓	chēnɡ	1	cheng
1776	鐺	chēnɡ	1	cheng
1777	丞	chénɡ	2	cheng
1778	成	chénɡ	2	cheng
1779	成	chenɡ	0	cheng
1780	呈	chénɡ	2	cheng
1781	承	chénɡ	2	cheng
1782	枨	chénɡ	2	cheng
1783	诚	chénɡ	2	cheng
1784	郕	chénɡ	2	cheng
1785	乗	chénɡ	2	cheng
1786	城	chénɡ	2	cheng
1787	娍	chénɡ	2	cheng
1788	宬	chénɡ	2	cheng
1789	峸	chénɡ	2	cheng
1790	洆	chénɡ	2	cheng
1791	荿	chénɡ	2	cheng
1792	乘	chénɡ	2	cheng
1793	乘	shènɡ	4	sheng
1794	埕	chénɡ	2	cheng
1795	挰	chénɡ	2	cheng
1796	珹	chénɡ	2	cheng
1797	掁	chénɡ	2	cheng
1798	窚	chénɡ	2	cheng
1799	脭	chénɡ	2	cheng
1800	铖	chénɡ	2	cheng
1801	堘	chénɡ	2	cheng
1802	惩	chénɡ	2	cheng
1803	椉	chénɡ	2	cheng
1804	程	chénɡ	2	cheng
1805	筬	chénɡ	2	cheng
1806	絾	chénɡ	2	cheng
1807	裎	chénɡ	2	cheng
1808	塖	chénɡ	2	cheng
1809	溗	chénɡ	2	cheng
1810	碀	chénɡ	2	cheng
1811	誠	chénɡ	2	cheng
1812	畻	chénɡ	2	cheng
1813	酲	chénɡ	2	cheng
1814	鋮	chénɡ	2	cheng
1815	澄	chénɡ	2	cheng
1816	澄	dènɡ	4	deng
1817	橙	chénɡ	2	cheng
1818	檙	chénɡ	2	cheng
1819	鯎	chénɡ	2	cheng
1820	瀓	chénɡ	2	cheng
1821	懲	chénɡ	2	cheng
1822	騬	chénɡ	2	cheng
1823	塍	chénɡ	2	cheng
1824	悜	chěnɡ	3	cheng
1825	逞	chěnɡ	3	cheng
1826	骋	chěnɡ	3	cheng
1827	庱	chěnɡ	3	cheng
1828	睈	chěnɡ	3	cheng
1829	騁	chěnɡ	3	cheng
1830	秤	chènɡ	4	cheng
1831	吃	chī	1	chi
1832	妛	chī	1	chi
1833	杘	chī	1	chi
1834	侙	chī	1	chi
1835	哧	chī	1	chi
1836	蚩	chī	1	chi
1837	鸱	chī	1	chi
1838	瓻	chī	1	chi
1839	眵	chī	1	chi
1840	笞	chī	1	chi
1841	訵	chī	1	chi
1842	嗤	chī	1	chi
1843	媸	chī	1	chi
1844	摛	chī	1	chi
1845	痴	chī	1	chi
1846	瞝	chī	1	chi
1847	螭	chī	1	chi
1848	鴟	chī	1	chi
1849	鵄	chī	1	chi
1850	癡	chī	1	chi
1851	魑	chī	1	chi
1852	齝	chī	1	chi
1853	攡	chī	1	chi
1854	麶	chī	1	chi
1855	彲	chī	1	chi
1856	黐	chī	1	chi
1857	蚳	chī	1	chi
1858	摴	chī	1	chi
1859	彨	chī	1	chi
1860	弛	chí	2	chi
1861	池	chí	2	chi
1862	驰	chí	2	chi
1863	迟	chí	2	chi
1864	岻	chí	2	chi
1865	茌	chí	2	chi
1866	持	chí	2	chi
1867	竾	chí	2	chi
1868	淔	chí	2	chi
1869	筂	chí	2	chi
1870	貾	chí	2	chi
1871	遅	chí	2	chi
1872	馳	chí	2	chi
1873	墀	chí	2	chi
1874	踟	chí	2	chi
1875	遲	chí	2	chi
1876	篪	chí	2	chi
1877	謘	chí	2	chi
1878	尺	chǐ	3	chi
1879	尺	chě	3	che
1880	叺	chǐ	3	chi
1881	呎	chǐ	3	chi
1882	肔	chǐ	3	chi
1883	卶	chǐ	3	chi
1884	齿	chǐ	3	chi
1885	垑	chǐ	3	chi
1886	胣	chǐ	3	chi
1887	恥	chǐ	3	chi
1888	耻	chǐ	3	chi
1889	蚇	chǐ	3	chi
1890	豉	chǐ	3	chi
1891	欼	chǐ	3	chi
1892	歯	chǐ	3	chi
1893	裭	chǐ	3	chi
1894	鉹	chǐ	3	chi
1895	褫	chǐ	3	chi
1896	齒	chǐ	3	chi
1897	侈	chǐ	3	chi
1898	彳	chì	4	chi
1899	叱	chì	4	chi
1900	斥	chì	4	chi
1901	灻	chì	4	chi
1902	赤	chì	4	chi
1903	饬	chì	4	chi
1904	抶	chì	4	chi
1905	勅	chì	4	chi
1906	恜	chì	4	chi
1907	炽	chì	4	chi
1908	翄	chì	4	chi
1909	翅	chì	4	chi
1910	烾	chì	4	chi
1911	痓	chì	4	chi
1912	啻	chì	4	chi
1913	湁	chì	4	chi
1914	飭	chì	4	chi
1915	傺	chì	4	chi
1916	痸	chì	4	chi
